"","tool","run","parameter","moment","value"
"3827","nm7",82,"THETA7","estimate","1.84094"
"3828","nm7",82,"THETA7","prse",NA
"3829","nm7",82,"THETA7","se",NA
"3830","nm7",82,"OMEGA1.1","estimate","0.185321"
"3831","nm7",82,"OMEGA1.1","prse",NA
"3832","nm7",82,"OMEGA1.1","se",NA
"3833","nm7",82,"OMEGA2.1","estimate","0"
"3834","nm7",82,"OMEGA2.1","prse",NA
"3835","nm7",82,"OMEGA2.1","se",NA
"3836","nm7",82,"OMEGA2.2","estimate","0.232087"
"3837","nm7",82,"OMEGA2.2","prse",NA
"3838","nm7",82,"OMEGA2.2","se",NA
"3839","nm7",82,"OMEGA3.1","estimate","0"
"3840","nm7",82,"OMEGA3.1","prse",NA
"3841","nm7",82,"OMEGA3.1","se",NA
"3842","nm7",82,"OMEGA3.2","estimate","0"
"3843","nm7",82,"OMEGA3.2","prse",NA
"3844","nm7",82,"OMEGA3.2","se",NA
"3845","nm7",82,"OMEGA3.3","estimate","0.0740484"
"3846","nm7",82,"OMEGA3.3","prse",NA
"3847","nm7",82,"OMEGA3.3","se",NA
"3848","nm7",82,"SIGMA1.1","estimate","0.064343"
"3849","nm7",82,"SIGMA1.1","prse",NA
"3850","nm7",82,"SIGMA1.1","se",NA
"3851","nm7",82,"cov","status","0"
"3852","nm7",82,"prob","text","82 phase1 2 CMT like 1004 but diff. initial on V3"
"3853","nm7",82,"min","status","0"
"3854","nm7",82,"data","filename","../data/82.csv"
"3855","nm7",83,"ofv","minimum","2381.06636087912"
"3856","nm7",83,"THETA1","estimate","8.74457"
"3857","nm7",83,"THETA1","prse",NA
"3858","nm7",83,"THETA1","se",NA
"3859","nm7",83,"THETA2","estimate","21.3387"
"3860","nm7",83,"THETA2","prse",NA
"3861","nm7",83,"THETA2","se",NA
"3862","nm7",83,"THETA3","estimate","0.0617798"
"3863","nm7",83,"THETA3","prse",NA
"3864","nm7",83,"THETA3","se",NA
"3865","nm7",83,"THETA4","estimate","3.49995"
"3866","nm7",83,"THETA4","prse",NA
"3867","nm7",83,"THETA4","se",NA
"3868","nm7",83,"THETA5","estimate","106.473"
"3869","nm7",83,"THETA5","prse",NA
"3870","nm7",83,"THETA5","se",NA
"3871","nm7",83,"THETA6","estimate","1.00113"
"3872","nm7",83,"THETA6","prse",NA
"3873","nm7",83,"THETA6","se",NA
"3874","nm7",83,"THETA7","estimate","1.59576"
"3875","nm7",83,"THETA7","prse",NA
"3876","nm7",83,"THETA7","se",NA
"3877","nm7",83,"OMEGA1.1","estimate","0.232514"
"3878","nm7",83,"OMEGA1.1","prse",NA
"3879","nm7",83,"OMEGA1.1","se",NA
"3880","nm7",83,"OMEGA2.1","estimate","0"
"3881","nm7",83,"OMEGA2.1","prse",NA
"3882","nm7",83,"OMEGA2.1","se",NA
"3883","nm7",83,"OMEGA2.2","estimate","0.154978"
"3884","nm7",83,"OMEGA2.2","prse",NA
"3885","nm7",83,"OMEGA2.2","se",NA
"3886","nm7",83,"OMEGA3.1","estimate","0"
"3887","nm7",83,"OMEGA3.1","prse",NA
"3888","nm7",83,"OMEGA3.1","se",NA
"3889","nm7",83,"OMEGA3.2","estimate","0"
"3890","nm7",83,"OMEGA3.2","prse",NA
"3891","nm7",83,"OMEGA3.2","se",NA
"3892","nm7",83,"OMEGA3.3","estimate","0.125827"
"3893","nm7",83,"OMEGA3.3","prse",NA
"3894","nm7",83,"OMEGA3.3","se",NA
"3895","nm7",83,"SIGMA1.1","estimate","0.0734202"
"3896","nm7",83,"SIGMA1.1","prse",NA
"3897","nm7",83,"SIGMA1.1","se",NA
"3898","nm7",83,"cov","status","0"
"3899","nm7",83,"prob","text","83 phase1 2 CMT like 1004 but diff. initial on V3"
"3900","nm7",83,"min","status","0"
"3901","nm7",83,"data","filename","../data/83.csv"
"3902","nm7",84,"ofv","minimum","2566.84652850745"
"3903","nm7",84,"THETA1","estimate","7.58984"
"3904","nm7",84,"THETA1","prse",NA
"3905","nm7",84,"THETA1","se",NA
"3906","nm7",84,"THETA2","estimate","21.9737"
"3907","nm7",84,"THETA2","prse",NA
"3908","nm7",84,"THETA2","se",NA
"3909","nm7",84,"THETA3","estimate","0.0682129"
"3910","nm7",84,"THETA3","prse",NA
"3911","nm7",84,"THETA3","se",NA
"3912","nm7",84,"THETA4","estimate","3.62933"
"3913","nm7",84,"THETA4","prse",NA
"3914","nm7",84,"THETA4","se",NA
"3915","nm7",84,"THETA5","estimate","153.812"
"3916","nm7",84,"THETA5","prse",NA
"3917","nm7",84,"THETA5","se",NA
"3918","nm7",84,"THETA6","estimate","1.16622"
"3919","nm7",84,"THETA6","prse",NA
"3920","nm7",84,"THETA6","se",NA
"3921","nm7",84,"THETA7","estimate","1.78972"
"3922","nm7",84,"THETA7","prse",NA
"3923","nm7",84,"THETA7","se",NA
"3924","nm7",84,"OMEGA1.1","estimate","0.207461"
"3925","nm7",84,"OMEGA1.1","prse",NA
"3926","nm7",84,"OMEGA1.1","se",NA
"3927","nm7",84,"OMEGA2.1","estimate","0"
"3928","nm7",84,"OMEGA2.1","prse",NA
"3929","nm7",84,"OMEGA2.1","se",NA
"3930","nm7",84,"OMEGA2.2","estimate","0.12335"
"3931","nm7",84,"OMEGA2.2","prse",NA
"3932","nm7",84,"OMEGA2.2","se",NA
"3933","nm7",84,"OMEGA3.1","estimate","0"
"3934","nm7",84,"OMEGA3.1","prse",NA
"3935","nm7",84,"OMEGA3.1","se",NA
"3936","nm7",84,"OMEGA3.2","estimate","0"
"3937","nm7",84,"OMEGA3.2","prse",NA
"3938","nm7",84,"OMEGA3.2","se",NA
"3939","nm7",84,"OMEGA3.3","estimate","0.0853496"
"3940","nm7",84,"OMEGA3.3","prse",NA
"3941","nm7",84,"OMEGA3.3","se",NA
"3942","nm7",84,"SIGMA1.1","estimate","0.0614118"
"3943","nm7",84,"SIGMA1.1","prse",NA
"3944","nm7",84,"SIGMA1.1","se",NA
"3945","nm7",84,"cov","status","0"
"3946","nm7",84,"prob","text","84 phase1 2 CMT like 1004 but diff. initial on V3"
"3947","nm7",84,"min","status","0"
"3948","nm7",84,"data","filename","../data/84.csv"
"3949","nm7",85,"ofv","minimum","2738.72400877564"
"3950","nm7",85,"THETA1","estimate","7.91397"
"3951","nm7",85,"THETA1","prse",NA
"3952","nm7",85,"THETA1","se",NA
"3953","nm7",85,"THETA2","estimate","21.316"
"3954","nm7",85,"THETA2","prse",NA
"3955","nm7",85,"THETA2","se",NA
"3956","nm7",85,"THETA3","estimate","0.0732102"
"3957","nm7",85,"THETA3","prse",NA
"3958","nm7",85,"THETA3","se",NA
"3959","nm7",85,"THETA4","estimate","3.55417"
"3960","nm7",85,"THETA4","prse",NA
"3961","nm7",85,"THETA4","se",NA
"3962","nm7",85,"THETA5","estimate","130.224"
"3963","nm7",85,"THETA5","prse",NA
"3964","nm7",85,"THETA5","se",NA
"3965","nm7",85,"THETA6","estimate","1.09912"
"3966","nm7",85,"THETA6","prse",NA
"3967","nm7",85,"THETA6","se",NA
"3968","nm7",85,"THETA7","estimate","2.13308"
"3969","nm7",85,"THETA7","prse",NA
"3970","nm7",85,"THETA7","se",NA
"3971","nm7",85,"OMEGA1.1","estimate","0.211458"
"3972","nm7",85,"OMEGA1.1","prse",NA
"3973","nm7",85,"OMEGA1.1","se",NA
"3974","nm7",85,"OMEGA2.1","estimate","0"
"3975","nm7",85,"OMEGA2.1","prse",NA
"3976","nm7",85,"OMEGA2.1","se",NA
"3977","nm7",85,"OMEGA2.2","estimate","0.159548"
"3978","nm7",85,"OMEGA2.2","prse",NA
"3979","nm7",85,"OMEGA2.2","se",NA
"3980","nm7",85,"OMEGA3.1","estimate","0"
"3981","nm7",85,"OMEGA3.1","prse",NA
"3982","nm7",85,"OMEGA3.1","se",NA
"3983","nm7",85,"OMEGA3.2","estimate","0"
"3984","nm7",85,"OMEGA3.2","prse",NA
"3985","nm7",85,"OMEGA3.2","se",NA
"3986","nm7",85,"OMEGA3.3","estimate","0.0504175"
"3987","nm7",85,"OMEGA3.3","prse",NA
"3988","nm7",85,"OMEGA3.3","se",NA
"3989","nm7",85,"SIGMA1.1","estimate","0.0594429"
"3990","nm7",85,"SIGMA1.1","prse",NA
"3991","nm7",85,"SIGMA1.1","se",NA
"3992","nm7",85,"cov","status","0"
"3993","nm7",85,"prob","text","85 phase1 2 CMT like 1004 but diff. initial on V3"
"3994","nm7",85,"min","status","0"
"3995","nm7",85,"data","filename","../data/85.csv"
"3996","nm7",86,"ofv","minimum","2344.44671458626"
"3997","nm7",86,"THETA1","estimate","8.86501"
"3998","nm7",86,"THETA1","prse",NA
"3999","nm7",86,"THETA1","se",NA
"4000","nm7",86,"THETA2","estimate","18.8027"
"4001","nm7",86,"THETA2","prse",NA
"4002","nm7",86,"THETA2","se",NA
"4003","nm7",86,"THETA3","estimate","0.0575445"
"4004","nm7",86,"THETA3","prse",NA
"4005","nm7",86,"THETA3","se",NA
"4006","nm7",86,"THETA4","estimate","3.01862"
"4007","nm7",86,"THETA4","prse",NA
"4008","nm7",86,"THETA4","se",NA
"4009","nm7",86,"THETA5","estimate","120.022"
"4010","nm7",86,"THETA5","prse",NA
"4011","nm7",86,"THETA5","se",NA
"4012","nm7",86,"THETA6","estimate","1.01556"
"4013","nm7",86,"THETA6","prse",NA
"4014","nm7",86,"THETA6","se",NA
"4015","nm7",86,"THETA7","estimate","1.62049"
"4016","nm7",86,"THETA7","prse",NA
"4017","nm7",86,"THETA7","se",NA
"4018","nm7",86,"OMEGA1.1","estimate","0.208517"
"4019","nm7",86,"OMEGA1.1","prse",NA
"4020","nm7",86,"OMEGA1.1","se",NA
"4021","nm7",86,"OMEGA2.1","estimate","0"
"4022","nm7",86,"OMEGA2.1","prse",NA
"4023","nm7",86,"OMEGA2.1","se",NA
"4024","nm7",86,"OMEGA2.2","estimate","0.23763"
"4025","nm7",86,"OMEGA2.2","prse",NA
"4026","nm7",86,"OMEGA2.2","se",NA
"4027","nm7",86,"OMEGA3.1","estimate","0"
"4028","nm7",86,"OMEGA3.1","prse",NA
"4029","nm7",86,"OMEGA3.1","se",NA
"4030","nm7",86,"OMEGA3.2","estimate","0"
"4031","nm7",86,"OMEGA3.2","prse",NA
"4032","nm7",86,"OMEGA3.2","se",NA
"4033","nm7",86,"OMEGA3.3","estimate","0.102629"
"4034","nm7",86,"OMEGA3.3","prse",NA
"4035","nm7",86,"OMEGA3.3","se",NA
"4036","nm7",86,"SIGMA1.1","estimate","0.0825567"
"4037","nm7",86,"SIGMA1.1","prse",NA
"4038","nm7",86,"SIGMA1.1","se",NA
"4039","nm7",86,"cov","status","0"
"4040","nm7",86,"prob","text","86 phase1 2 CMT like 1004 but diff. initial on V3"
"4041","nm7",86,"min","status","0"
"4042","nm7",86,"data","filename","../data/86.csv"
"4043","nm7",87,"ofv","minimum","2787.5513310681"
"4044","nm7",87,"THETA1","estimate","9.20608"
"4045","nm7",87,"THETA1","prse",NA
"4046","nm7",87,"THETA1","se",NA
"4047","nm7",87,"THETA2","estimate","25.6226"
"4048","nm7",87,"THETA2","prse",NA
"4049","nm7",87,"THETA2","se",NA
"4050","nm7",87,"THETA3","estimate","0.078018"
"4051","nm7",87,"THETA3","prse",NA
"4052","nm7",87,"THETA3","se",NA
"4053","nm7",87,"THETA4","estimate","5.0631"
"4054","nm7",87,"THETA4","prse",NA
"4055","nm7",87,"THETA4","se",NA
"4056","nm7",87,"THETA5","estimate","130.047"
"4057","nm7",87,"THETA5","prse",NA
"4058","nm7",87,"THETA5","se",NA
"4059","nm7",87,"THETA6","estimate","0.887265"
"4060","nm7",87,"THETA6","prse",NA
"4061","nm7",87,"THETA6","se",NA
"4062","nm7",87,"THETA7","estimate","1.74627"
"4063","nm7",87,"THETA7","prse",NA
"4064","nm7",87,"THETA7","se",NA
"4065","nm7",87,"OMEGA1.1","estimate","0.241436"
"4066","nm7",87,"OMEGA1.1","prse",NA
"4067","nm7",87,"OMEGA1.1","se",NA
"4068","nm7",87,"OMEGA2.1","estimate","0"
"4069","nm7",87,"OMEGA2.1","prse",NA
"4070","nm7",87,"OMEGA2.1","se",NA
"4071","nm7",87,"OMEGA2.2","estimate","0.0898793"
"4072","nm7",87,"OMEGA2.2","prse",NA
"4073","nm7",87,"OMEGA2.2","se",NA
"4074","nm7",87,"OMEGA3.1","estimate","0"
"4075","nm7",87,"OMEGA3.1","prse",NA
"4076","nm7",87,"OMEGA3.1","se",NA
"4077","nm7",87,"OMEGA3.2","estimate","0"
"4078","nm7",87,"OMEGA3.2","prse",NA
"4079","nm7",87,"OMEGA3.2","se",NA
"4080","nm7",87,"OMEGA3.3","estimate","0.0974534"
"4081","nm7",87,"OMEGA3.3","prse",NA
"4082","nm7",87,"OMEGA3.3","se",NA
"4083","nm7",87,"SIGMA1.1","estimate","0.062077"
"4084","nm7",87,"SIGMA1.1","prse",NA
"4085","nm7",87,"SIGMA1.1","se",NA
"4086","nm7",87,"cov","status","0"
"4087","nm7",87,"prob","text","87 phase1 2 CMT like 1004 but diff. initial on V3"
"4088","nm7",87,"min","status","0"
"4089","nm7",87,"data","filename","../data/87.csv"
"4090","nm7",88,"ofv","minimum","2387.2158613187"
"4091","nm7",88,"THETA1","estimate","9.37461"
"4092","nm7",88,"THETA1","prse",NA
"4093","nm7",88,"THETA1","se",NA
"4094","nm7",88,"THETA2","estimate","20.7496"
"4095","nm7",88,"THETA2","prse",NA
"4096","nm7",88,"THETA2","se",NA
"4097","nm7",88,"THETA3","estimate","0.0707087"
"4098","nm7",88,"THETA3","prse",NA
"4099","nm7",88,"THETA3","se",NA
"4100","nm7",88,"THETA4","estimate","3.69855"
"4101","nm7",88,"THETA4","prse",NA
"4102","nm7",88,"THETA4","se",NA
"4103","nm7",88,"THETA5","estimate","105.96"
"4104","nm7",88,"THETA5","prse",NA
"4105","nm7",88,"THETA5","se",NA
"4106","nm7",88,"THETA6","estimate","1.16046"
"4107","nm7",88,"THETA6","prse",NA
"4108","nm7",88,"THETA6","se",NA
"4109","nm7",88,"THETA7","estimate","1.37891"
"4110","nm7",88,"THETA7","prse",NA
"4111","nm7",88,"THETA7","se",NA
"4112","nm7",88,"OMEGA1.1","estimate","0.28362"
"4113","nm7",88,"OMEGA1.1","prse",NA
"4114","nm7",88,"OMEGA1.1","se",NA
"4115","nm7",88,"OMEGA2.1","estimate","0"
"4116","nm7",88,"OMEGA2.1","prse",NA
"4117","nm7",88,"OMEGA2.1","se",NA
"4118","nm7",88,"OMEGA2.2","estimate","0.125264"
"4119","nm7",88,"OMEGA2.2","prse",NA
"4120","nm7",88,"OMEGA2.2","se",NA
"4121","nm7",88,"OMEGA3.1","estimate","0"
"4122","nm7",88,"OMEGA3.1","prse",NA
"4123","nm7",88,"OMEGA3.1","se",NA
"4124","nm7",88,"OMEGA3.2","estimate","0"
"4125","nm7",88,"OMEGA3.2","prse",NA
"4126","nm7",88,"OMEGA3.2","se",NA
"4127","nm7",88,"OMEGA3.3","estimate","0.129175"
"4128","nm7",88,"OMEGA3.3","prse",NA
"4129","nm7",88,"OMEGA3.3","se",NA
"4130","nm7",88,"SIGMA1.1","estimate","0.0633609"
"4131","nm7",88,"SIGMA1.1","prse",NA
"4132","nm7",88,"SIGMA1.1","se",NA
"4133","nm7",88,"cov","status","0"
"4134","nm7",88,"prob","text","88 phase1 2 CMT like 1004 but diff. initial on V3"
"4135","nm7",88,"min","status","0"
"4136","nm7",88,"data","filename","../data/88.csv"
"4137","nm7",89,"ofv","minimum","2986.19317923043"
"4138","nm7",89,"THETA1","estimate","3.77932"
"4139","nm7",89,"THETA1","prse",NA
"4140","nm7",89,"THETA1","se",NA
"4141","nm7",89,"THETA2","estimate","19.2878"
"4142","nm7",89,"THETA2","prse",NA
"4143","nm7",89,"THETA2","se",NA
"4144","nm7",89,"THETA3","estimate","0.0579091"
"4145","nm7",89,"THETA3","prse",NA
"4146","nm7",89,"THETA3","se",NA
"4147","nm7",89,"THETA4","estimate","5.39697"
"4148","nm7",89,"THETA4","prse",NA
"4149","nm7",89,"THETA4","se",NA
"4150","nm7",89,"THETA5","estimate","825.24"
"4151","nm7",89,"THETA5","prse",NA
"4152","nm7",89,"THETA5","se",NA
"4153","nm7",89,"THETA6","estimate","1.59695"
"4154","nm7",89,"THETA6","prse",NA
"4155","nm7",89,"THETA6","se",NA
"4156","nm7",89,"THETA7","estimate","2.90991"
"4157","nm7",89,"THETA7","prse",NA
"4158","nm7",89,"THETA7","se",NA
"4159","nm7",89,"OMEGA1.1","estimate","0.338248"
"4160","nm7",89,"OMEGA1.1","prse",NA
"4161","nm7",89,"OMEGA1.1","se",NA
"4162","nm7",89,"OMEGA2.1","estimate","0"
"4163","nm7",89,"OMEGA2.1","prse",NA
"4164","nm7",89,"OMEGA2.1","se",NA
"4165","nm7",89,"OMEGA2.2","estimate","0.144741"
"4166","nm7",89,"OMEGA2.2","prse",NA
"4167","nm7",89,"OMEGA2.2","se",NA
"4168","nm7",89,"OMEGA3.1","estimate","0"
"4169","nm7",89,"OMEGA3.1","prse",NA
"4170","nm7",89,"OMEGA3.1","se",NA
"4171","nm7",89,"OMEGA3.2","estimate","0"
"4172","nm7",89,"OMEGA3.2","prse",NA
"4173","nm7",89,"OMEGA3.2","se",NA
"4174","nm7",89,"OMEGA3.3","estimate","0.0653598"
"4175","nm7",89,"OMEGA3.3","prse",NA
"4176","nm7",89,"OMEGA3.3","se",NA
"4177","nm7",89,"SIGMA1.1","estimate","0.0708633"
"4178","nm7",89,"SIGMA1.1","prse",NA
"4179","nm7",89,"SIGMA1.1","se",NA
"4180","nm7",89,"cov","status","0"
"4181","nm7",89,"prob","text","89 phase1 2 CMT like 1004 but diff. initial on V3"
"4182","nm7",89,"min","status","0"
"4183","nm7",89,"data","filename","../data/89.csv"
"4184","nm7",90,"ofv","minimum","2315.10075609222"
"4185","nm7",90,"THETA1","estimate","9.11538"
"4186","nm7",90,"THETA1","prse",NA
"4187","nm7",90,"THETA1","se",NA
"4188","nm7",90,"THETA2","estimate","21.4753"
"4189","nm7",90,"THETA2","prse",NA
"4190","nm7",90,"THETA2","se",NA
"4191","nm7",90,"THETA3","estimate","0.0682606"
"4192","nm7",90,"THETA3","prse",NA
"4193","nm7",90,"THETA3","se",NA
"4194","nm7",90,"THETA4","estimate","4.13341"
"4195","nm7",90,"THETA4","prse",NA
"4196","nm7",90,"THETA4","se",NA
"4197","nm7",90,"THETA5","estimate","151.811"
"4198","nm7",90,"THETA5","prse",NA
"4199","nm7",90,"THETA5","se",NA
"4200","nm7",90,"THETA6","estimate","0.819031"
"4201","nm7",90,"THETA6","prse",NA
"4202","nm7",90,"THETA6","se",NA
"4203","nm7",90,"THETA7","estimate","1.74829"
"4204","nm7",90,"THETA7","prse",NA
"4205","nm7",90,"THETA7","se",NA
"4206","nm7",90,"OMEGA1.1","estimate","0.164094"
"4207","nm7",90,"OMEGA1.1","prse",NA
"4208","nm7",90,"OMEGA1.1","se",NA
"4209","nm7",90,"OMEGA2.1","estimate","0"
"4210","nm7",90,"OMEGA2.1","prse",NA
"4211","nm7",90,"OMEGA2.1","se",NA
"4212","nm7",90,"OMEGA2.2","estimate","0.0717492"
"4213","nm7",90,"OMEGA2.2","prse",NA
"4214","nm7",90,"OMEGA2.2","se",NA
"4215","nm7",90,"OMEGA3.1","estimate","0"
"4216","nm7",90,"OMEGA3.1","prse",NA
"4217","nm7",90,"OMEGA3.1","se",NA
"4218","nm7",90,"OMEGA3.2","estimate","0"
"4219","nm7",90,"OMEGA3.2","prse",NA
"4220","nm7",90,"OMEGA3.2","se",NA
"4221","nm7",90,"OMEGA3.3","estimate","0.0945838"
"4222","nm7",90,"OMEGA3.3","prse",NA
"4223","nm7",90,"OMEGA3.3","se",NA
"4224","nm7",90,"SIGMA1.1","estimate","0.0785133"
"4225","nm7",90,"SIGMA1.1","prse",NA
"4226","nm7",90,"SIGMA1.1","se",NA
"4227","nm7",90,"cov","status","0"
"4228","nm7",90,"prob","text","90 phase1 2 CMT like 1004 but diff. initial on V3"
"4229","nm7",90,"min","status","0"
"4230","nm7",90,"data","filename","../data/90.csv"
"4231","nm7",91,"ofv","minimum","1671.50132190221"
"4232","nm7",91,"THETA1","estimate","8.85082"
"4233","nm7",91,"THETA1","prse",NA
"4234","nm7",91,"THETA1","se",NA
"4235","nm7",91,"THETA2","estimate","20.8645"
"4236","nm7",91,"THETA2","prse",NA
"4237","nm7",91,"THETA2","se",NA
"4238","nm7",91,"THETA3","estimate","0.0676966"
"4239","nm7",91,"THETA3","prse",NA
"4240","nm7",91,"THETA3","se",NA
"4241","nm7",91,"THETA4","estimate","3.97503"
"4242","nm7",91,"THETA4","prse",NA
"4243","nm7",91,"THETA4","se",NA
"4244","nm7",91,"THETA5","estimate","100.585"
"4245","nm7",91,"THETA5","prse",NA
"4246","nm7",91,"THETA5","se",NA
"4247","nm7",91,"THETA6","estimate","1.01369"
"4248","nm7",91,"THETA6","prse",NA
"4249","nm7",91,"THETA6","se",NA
"4250","nm7",91,"THETA7","estimate","1.48533"
"4251","nm7",91,"THETA7","prse",NA
"4252","nm7",91,"THETA7","se",NA
"4253","nm7",91,"OMEGA1.1","estimate","0.314195"
"4254","nm7",91,"OMEGA1.1","prse",NA
"4255","nm7",91,"OMEGA1.1","se",NA
"4256","nm7",91,"OMEGA2.1","estimate","0"
"4257","nm7",91,"OMEGA2.1","prse",NA
"4258","nm7",91,"OMEGA2.1","se",NA
"4259","nm7",91,"OMEGA2.2","estimate","0.141331"
"4260","nm7",91,"OMEGA2.2","prse",NA
"4261","nm7",91,"OMEGA2.2","se",NA
"4262","nm7",91,"OMEGA3.1","estimate","0"
"4263","nm7",91,"OMEGA3.1","prse",NA
"4264","nm7",91,"OMEGA3.1","se",NA
"4265","nm7",91,"OMEGA3.2","estimate","0"
"4266","nm7",91,"OMEGA3.2","prse",NA
"4267","nm7",91,"OMEGA3.2","se",NA
"4268","nm7",91,"OMEGA3.3","estimate","0.149035"
"4269","nm7",91,"OMEGA3.3","prse",NA
"4270","nm7",91,"OMEGA3.3","se",NA
"4271","nm7",91,"SIGMA1.1","estimate","0.0694114"
"4272","nm7",91,"SIGMA1.1","prse",NA
"4273","nm7",91,"SIGMA1.1","se",NA
"4274","nm7",91,"cov","status","0"
"4275","nm7",91,"prob","text","91 phase1 2 CMT like 1004 but diff. initial on V3"
"4276","nm7",91,"min","status","0"
"4277","nm7",91,"data","filename","../data/91.csv"
"4278","nm7",92,"ofv","minimum","2251.72704304736"
"4279","nm7",92,"THETA1","estimate","9.65691"
"4280","nm7",92,"THETA1","prse",NA
"4281","nm7",92,"THETA1","se",NA
"4282","nm7",92,"THETA2","estimate","24.56"
"4283","nm7",92,"THETA2","prse",NA
"4284","nm7",92,"THETA2","se",NA
"4285","nm7",92,"THETA3","estimate","0.073578"
"4286","nm7",92,"THETA3","prse",NA
"4287","nm7",92,"THETA3","se",NA
"4288","nm7",92,"THETA4","estimate","4.24501"
"4289","nm7",92,"THETA4","prse",NA
"4290","nm7",92,"THETA4","se",NA
"4291","nm7",92,"THETA5","estimate","96.3242"
"4292","nm7",92,"THETA5","prse",NA
"4293","nm7",92,"THETA5","se",NA
"4294","nm7",92,"THETA6","estimate","0.810119"
"4295","nm7",92,"THETA6","prse",NA
"4296","nm7",92,"THETA6","se",NA
"4297","nm7",92,"THETA7","estimate","1.57879"
"4298","nm7",92,"THETA7","prse",NA
"4299","nm7",92,"THETA7","se",NA
"4300","nm7",92,"OMEGA1.1","estimate","0.161019"
"4301","nm7",92,"OMEGA1.1","prse",NA
"4302","nm7",92,"OMEGA1.1","se",NA
"4303","nm7",92,"OMEGA2.1","estimate","0"
"4304","nm7",92,"OMEGA2.1","prse",NA
"4305","nm7",92,"OMEGA2.1","se",NA
"4306","nm7",92,"OMEGA2.2","estimate","0.0648592"
"4307","nm7",92,"OMEGA2.2","prse",NA
"4308","nm7",92,"OMEGA2.2","se",NA
"4309","nm7",92,"OMEGA3.1","estimate","0"
"4310","nm7",92,"OMEGA3.1","prse",NA
"4311","nm7",92,"OMEGA3.1","se",NA
"4312","nm7",92,"OMEGA3.2","estimate","0"
"4313","nm7",92,"OMEGA3.2","prse",NA
"4314","nm7",92,"OMEGA3.2","se",NA
"4315","nm7",92,"OMEGA3.3","estimate","0.134655"
"4316","nm7",92,"OMEGA3.3","prse",NA
"4317","nm7",92,"OMEGA3.3","se",NA
"4318","nm7",92,"SIGMA1.1","estimate","0.0586955"
"4319","nm7",92,"SIGMA1.1","prse",NA
"4320","nm7",92,"SIGMA1.1","se",NA
"4321","nm7",92,"cov","status","0"
"4322","nm7",92,"prob","text","92 phase1 2 CMT like 1004 but diff. initial on V3"
"4323","nm7",92,"min","status","0"
"4324","nm7",92,"data","filename","../data/92.csv"
"4325","nm7",93,"ofv","minimum","2685.46597779924"
"4326","nm7",93,"THETA1","estimate","7.45649"
"4327","nm7",93,"THETA1","prse",NA
"4328","nm7",93,"THETA1","se",NA
"4329","nm7",93,"THETA2","estimate","21.769"
"4330","nm7",93,"THETA2","prse",NA
"4331","nm7",93,"THETA2","se",NA
"4332","nm7",93,"THETA3","estimate","0.0669206"
"4333","nm7",93,"THETA3","prse",NA
"4334","nm7",93,"THETA3","se",NA
"4335","nm7",93,"THETA4","estimate","3.64774"
"4336","nm7",93,"THETA4","prse",NA
"4337","nm7",93,"THETA4","se",NA
"4338","nm7",93,"THETA5","estimate","97.1268"
"4339","nm7",93,"THETA5","prse",NA
"4340","nm7",93,"THETA5","se",NA
"4341","nm7",93,"THETA6","estimate","1.07966"
"4342","nm7",93,"THETA6","prse",NA
"4343","nm7",93,"THETA6","se",NA
"4344","nm7",93,"THETA7","estimate","2.02754"
"4345","nm7",93,"THETA7","prse",NA
"4346","nm7",93,"THETA7","se",NA
"4347","nm7",93,"OMEGA1.1","estimate","0.241894"
"4348","nm7",93,"OMEGA1.1","prse",NA
"4349","nm7",93,"OMEGA1.1","se",NA
"4350","nm7",93,"OMEGA2.1","estimate","0"
"4351","nm7",93,"OMEGA2.1","prse",NA
"4352","nm7",93,"OMEGA2.1","se",NA
"4353","nm7",93,"OMEGA2.2","estimate","0.116771"
"4354","nm7",93,"OMEGA2.2","prse",NA
"4355","nm7",93,"OMEGA2.2","se",NA
"4356","nm7",93,"OMEGA3.1","estimate","0"
"4357","nm7",93,"OMEGA3.1","prse",NA
"4358","nm7",93,"OMEGA3.1","se",NA
"4359","nm7",93,"OMEGA3.2","estimate","0"
"4360","nm7",93,"OMEGA3.2","prse",NA
"4361","nm7",93,"OMEGA3.2","se",NA
"4362","nm7",93,"OMEGA3.3","estimate","0.0683041"
"4363","nm7",93,"OMEGA3.3","prse",NA
"4364","nm7",93,"OMEGA3.3","se",NA
"4365","nm7",93,"SIGMA1.1","estimate","0.0615724"
"4366","nm7",93,"SIGMA1.1","prse",NA
"4367","nm7",93,"SIGMA1.1","se",NA
"4368","nm7",93,"cov","status","0"
"4369","nm7",93,"prob","text","93 phase1 2 CMT like 1004 but diff. initial on V3"
"4370","nm7",93,"min","status","0"
"4371","nm7",93,"data","filename","../data/93.csv"
"4372","nm7",94,"ofv","minimum","2608.4699601265"
"4373","nm7",94,"THETA1","estimate","9.56103"
"4374","nm7",94,"THETA1","prse",NA
"4375","nm7",94,"THETA1","se",NA
"4376","nm7",94,"THETA2","estimate","21.7542"
"4377","nm7",94,"THETA2","prse",NA
"4378","nm7",94,"THETA2","se",NA
"4379","nm7",94,"THETA3","estimate","0.0716526"
"4380","nm7",94,"THETA3","prse",NA
"4381","nm7",94,"THETA3","se",NA
"4382","nm7",94,"THETA4","estimate","3.87207"
"4383","nm7",94,"THETA4","prse",NA
"4384","nm7",94,"THETA4","se",NA
